,store,building,date,store_code,amount,n_sales,n_customer,sales_per_customer
614,elura,lalaport_tokyo_bay,2021-11-10,8708.0,144040,22,14,10288.571428571
615,bayflow,lalaport_tokyo_bay,2021-11-11,2469.0,453375,119,72,6296.875
616,lakole,lalaport_tokyo_bay,2021-11-11,1875.0,441595,372,145,3045.482758621
617,niko_and,lalaport_tokyo_bay,2021-11-11,2255.0,1014830,409,206,4926.359223301
618,repipi_armario,lalaport_tokyo_bay,2021-11-11,1497.0,70723,45,19,3722.263157895
619,rageblue,lalaport_tokyo_bay,2021-11-11,1160.0,369693,68,27,13692.333333333
620,global_work,lalaport_tokyo_bay,2021-11-11,728.0,577635,147,97,5955.0
621,pageboy,lalaport_tokyo_bay,2021-11-11,2620.0,223540,48,29,7708.275862069
622,lowrys_farm,lalaport_tokyo_bay,2021-11-11,755.0,246377,65,48,5132.854166667
623,lepsim,lalaport_tokyo_bay,2021-11-11,1844.0,194370,57,39,4983.846153846
624,heather,lalaport_tokyo_bay,2021-11-11,1367.0,110065,22,19,5792.894736842
625,hare,lalaport_tokyo_bay,2021-11-11,3131.0,126300,13,10,12630.0
626,.st,lalaport_tokyo_bay,2021-11-11,9092.0,163000,27,24,6791.666666667
627,studio_clip,lalaport_tokyo_bay,2021-11-11,2296.0,203824,92,55,3705.890909091
628,elura,lalaport_tokyo_bay,2021-11-11,8708.0,124500,18,9,13833.333333333
629,jeanasis,lalaport_tokyo_bay,2021-11-11,803.0,144710,25,16,9044.375
630,niko_and,lalaport_tokyo_bay,2021-11-12,2255.0,918413,335,195,4709.81025641
631,lakole,lalaport_tokyo_bay,2021-11-12,1875.0,530310,330,142,3734.577464789
632,studio_clip,lalaport_tokyo_bay,2021-11-12,2296.0,252846,113,51,4957.764705882
633,pageboy,lalaport_tokyo_bay,2021-11-12,2620.0,232222,46,28,8293.642857143
634,global_work,lalaport_tokyo_bay,2021-11-12,728.0,665839,176,111,5998.54954955
635,rageblue,lalaport_tokyo_bay,2021-11-12,1160.0,380808,69,42,9066.857142857
636,jeanasis,lalaport_tokyo_bay,2021-11-12,803.0,261125,38,26,10043.269230769
637,bayflow,lalaport_tokyo_bay,2021-11-12,2469.0,287600,73,43,6688.372093023
638,.st,lalaport_tokyo_bay,2021-11-12,9092.0,199830,35,28,7136.785714286
639,lepsim,lalaport_tokyo_bay,2021-11-12,1844.0,236150,67,39,6055.128205128
640,lowrys_farm,lalaport_tokyo_bay,2021-11-12,755.0,322514,72,50,6450.28
641,heather,lalaport_tokyo_bay,2021-11-12,1367.0,138500,30,20,6925.0
642,repipi_armario,lalaport_tokyo_bay,2021-11-12,1497.0,147729,71,27,5471.444444444
643,elura,lalaport_tokyo_bay,2021-11-12,8708.0,35940,7,6,5990.0
644,hare,lalaport_tokyo_bay,2021-11-12,3131.0,100500,12,10,10050.0
645,lakole,lalaport_tokyo_bay,2021-11-13,1875.0,1171832,917,305,3842.072131148
646,niko_and,lalaport_tokyo_bay,2021-11-13,2255.0,2162582,730,404,5352.925742574
647,global_work,lalaport_tokyo_bay,2021-11-13,728.0,1826767,427,266,6867.545112782
648,pageboy,lalaport_tokyo_bay,2021-11-13,2620.0,426840,81,48,8892.5
649,rageblue,lalaport_tokyo_bay,2021-11-13,1160.0,962245,184,92,10459.184782609
650,.st,lalaport_tokyo_bay,2021-11-13,9092.0,672545,122,92,7310.27173913
651,bayflow,lalaport_tokyo_bay,2021-11-13,2469.0,973940,193,125,7791.52
652,studio_clip,lalaport_tokyo_bay,2021-11-13,2296.0,431022,169,98,4398.183673469
653,jeanasis,lalaport_tokyo_bay,2021-11-13,803.0,431025,63,48,8979.6875
654,repipi_armario,lalaport_tokyo_bay,2021-11-13,1497.0,549634,235,98,5608.510204082
655,lowrys_farm,lalaport_tokyo_bay,2021-11-13,755.0,644892,151,110,5862.654545455
656,lepsim,lalaport_tokyo_bay,2021-11-13,1844.0,297250,79,57,5214.912280702
657,heather,lalaport_tokyo_bay,2021-11-13,1367.0,368730,71,47,7845.319148936
658,hare,lalaport_tokyo_bay,2021-11-13,3131.0,134500,16,12,11208.333333333
659,elura,lalaport_tokyo_bay,2021-11-13,8708.0,272480,44,26,10480.0
660,niko_and,lalaport_tokyo_bay,2021-11-14,2255.0,2210153,753,415,5325.669879518
661,lakole,lalaport_tokyo_bay,2021-11-14,1875.0,1264118,826,346,3653.520231214
662,global_work,lalaport_tokyo_bay,2021-11-14,728.0,2078553,511,295,7045.942372881
663,repipi_armario,lalaport_tokyo_bay,2021-11-14,1497.0,835468,337,130,6426.676923077
664,rageblue,lalaport_tokyo_bay,2021-11-14,1160.0,726040,141,87,8345.287356322
665,pageboy,lalaport_tokyo_bay,2021-11-14,2620.0,419782,80,56,7496.107142857
666,elura,lalaport_tokyo_bay,2021-11-14,8708.0,191620,32,19,10085.263157895
667,bayflow,lalaport_tokyo_bay,2021-11-14,2469.0,1333780,274,161,8284.347826087
668,.st,lalaport_tokyo_bay,2021-11-14,9092.0,563300,100,73,7716.438356164
669,lowrys_farm,lalaport_tokyo_bay,2021-11-14,755.0,957190,208,144,6647.152777778
670,studio_clip,lalaport_tokyo_bay,2021-11-14,2296.0,308644,142,82,3763.951219512
671,heather,lalaport_tokyo_bay,2021-11-14,1367.0,427437,83,56,7632.803571429
672,jeanasis,lalaport_tokyo_bay,2021-11-14,803.0,562000,81,50,11240.0
673,lepsim,lalaport_tokyo_bay,2021-11-14,1844.0,487040,126,88,5534.545454545
674,hare,lalaport_tokyo_bay,2021-11-14,3131.0,522600,66,38,13752.631578947
675,lakole,lalaport_tokyo_bay,2021-11-15,1875.0,386050,244,129,2992.635658915
676,niko_and,lalaport_tokyo_bay,2021-11-15,2255.0,1150244,354,194,5929.092783505
677,global_work,lalaport_tokyo_bay,2021-11-15,728.0,826041,198,119,6941.521008403
678,rageblue,lalaport_tokyo_bay,2021-11-15,1160.0,397848,73,43,9252.279069767
679,bayflow,lalaport_tokyo_bay,2021-11-15,2469.0,561230,126,75,7483.066666667
680,pageboy,lalaport_tokyo_bay,2021-11-15,2620.0,292475,47,33,8862.878787879
681,lepsim,lalaport_tokyo_bay,2021-11-15,1844.0,306220,68,45,6804.888888889
682,lowrys_farm,lalaport_tokyo_bay,2021-11-15,755.0,431350,97,65,6636.153846154
683,studio_clip,lalaport_tokyo_bay,2021-11-15,2296.0,220811,88,49,4506.346938776
684,repipi_armario,lalaport_tokyo_bay,2021-11-15,1497.0,112171,68,28,4006.107142857
685,.st,lalaport_tokyo_bay,2021-11-15,9092.0,233200,41,33,7066.666666667
686,hare,lalaport_tokyo_bay,2021-11-15,3131.0,201850,24,15,13456.666666667
687,jeanasis,lalaport_tokyo_bay,2021-11-15,803.0,335570,47,30,11185.666666667
688,heather,lalaport_tokyo_bay,2021-11-15,1367.0,82025,18,16,5126.5625
689,elura,lalaport_tokyo_bay,2021-11-15,8708.0,28310,5,4,7077.5
690,niko_and,lalaport_tokyo_bay,2021-11-16,2255.0,945895,384,173,5467.601156069
691,lakole,lalaport_tokyo_bay,2021-11-16,1875.0,416240,278,139,2994.532374101
692,global_work,lalaport_tokyo_bay,2021-11-16,728.0,683171,184,107,6384.775700935
693,bayflow,lalaport_tokyo_bay,2021-11-16,2469.0,567770,122,58,9789.137931034
694,pageboy,lalaport_tokyo_bay,2021-11-16,2620.0,156015,33,21,7429.285714286
695,elura,lalaport_tokyo_bay,2021-11-16,8708.0,60000,10,6,10000.0
696,studio_clip,lalaport_tokyo_bay,2021-11-16,2296.0,142426,74,43,3312.23255814
697,repipi_armario,lalaport_tokyo_bay,2021-11-16,1497.0,86536,33,17,5090.352941176
698,rageblue,lalaport_tokyo_bay,2021-11-16,1160.0,256528,51,25,10261.12
699,.st,lalaport_tokyo_bay,2021-11-16,9092.0,275200,41,33,8339.393939394
700,lowrys_farm,lalaport_tokyo_bay,2021-11-16,755.0,510420,115,78,6543.846153846
701,heather,lalaport_tokyo_bay,2021-11-16,1367.0,186875,37,24,7786.458333333
702,lepsim,lalaport_tokyo_bay,2021-11-16,1844.0,187200,50,35,5348.571428571
703,jeanasis,lalaport_tokyo_bay,2021-11-16,803.0,267480,43,25,10699.2
704,hare,lalaport_tokyo_bay,2021-11-16,3131.0,129700,12,8,16212.5
705,lakole,lalaport_tokyo_bay,2021-11-17,1875.0,548544,313,156,3516.307692308
706,niko_and,lalaport_tokyo_bay,2021-11-17,2255.0,1137028,370,211,5388.758293839
707,bayflow,lalaport_tokyo_bay,2021-11-17,2469.0,351150,92,56,6270.535714286
708,global_work,lalaport_tokyo_bay,2021-11-17,728.0,864615,237,136,6357.463235294
709,pageboy,lalaport_tokyo_bay,2021-11-17,2620.0,264605,44,30,8820.166666667
710,rageblue,lalaport_tokyo_bay,2021-11-17,1160.0,312504,57,31,10080.774193548
711,.st,lalaport_tokyo_bay,2021-11-17,9092.0,363080,62,50,7261.6
712,lowrys_farm,lalaport_tokyo_bay,2021-11-17,755.0,321532,82,58,5543.655172414
713,repipi_armario,lalaport_tokyo_bay,2021-11-17,1497.0,102003,40,17,6000.176470588
714,studio_clip,lalaport_tokyo_bay,2021-11-17,2296.0,220843,94,53,4166.849056604
715,hare,lalaport_tokyo_bay,2021-11-17,3131.0,178900,19,14,12778.571428571
716,lepsim,lalaport_tokyo_bay,2021-11-17,1844.0,225210,64,45,5004.666666667
717,elura,lalaport_tokyo_bay,2021-11-17,8708.0,102260,18,10,10226.0
718,jeanasis,lalaport_tokyo_bay,2021-11-17,803.0,355950,52,31,11482.258064516
719,heather,lalaport_tokyo_bay,2021-11-17,1367.0,181962,39,30,6065.4
720,lakole,lalaport_tokyo_bay,2021-11-18,1875.0,461530,269,138,3344.420289855
721,niko_and,lalaport_tokyo_bay,2021-11-18,2255.0,952425,344,195,4884.230769231
722,studio_clip,lalaport_tokyo_bay,2021-11-18,2296.0,196846,73,44,4473.772727273
723,global_work,lalaport_tokyo_bay,2021-11-18,728.0,797195,196,113,7054.82300885
724,pageboy,lalaport_tokyo_bay,2021-11-18,2620.0,171255,30,22,7784.318181818
725,rageblue,lalaport_tokyo_bay,2021-11-18,1160.0,337325,63,35,9637.857142857
726,heather,lalaport_tokyo_bay,2021-11-18,1367.0,155507,32,22,7068.5
727,lowrys_farm,lalaport_tokyo_bay,2021-11-18,755.0,352377,82,49,7191.367346939
728,bayflow,lalaport_tokyo_bay,2021-11-18,2469.0,358700,74,42,8540.476190476
729,hare,lalaport_tokyo_bay,2021-11-18,3131.0,116800,12,10,11680.0
730,elura,lalaport_tokyo_bay,2021-11-18,8708.0,81630,15,10,8163.0
731,.st,lalaport_tokyo_bay,2021-11-18,9092.0,312750,54,41,7628.048780488
732,jeanasis,lalaport_tokyo_bay,2021-11-18,803.0,351970,48,28,12570.357142857
733,lepsim,lalaport_tokyo_bay,2021-11-18,1844.0,248080,58,32,7752.5
734,repipi_armario,lalaport_tokyo_bay,2021-11-18,1497.0,82478,34,16,5154.875
735,lakole,lalaport_tokyo_bay,2021-11-19,1875.0,557795,366,167,3340.089820359
736,repipi_armario,lalaport_tokyo_bay,2021-11-19,1497.0,99493,70,29,3430.793103448
737,studio_clip,lalaport_tokyo_bay,2021-11-19,2296.0,287457,105,70,4106.528571429
738,niko_and,lalaport_tokyo_bay,2021-11-19,2255.0,1022550,389,213,4800.704225352
739,elura,lalaport_tokyo_bay,2021-11-19,8708.0,105470,20,13,8113.076923077
740,.st,lalaport_tokyo_bay,2021-11-19,9092.0,299020,51,43,6953.953488372
741,pageboy,lalaport_tokyo_bay,2021-11-19,2620.0,240455,48,28,8587.678571429
742,bayflow,lalaport_tokyo_bay,2021-11-19,2469.0,648060,136,81,8000.740740741
743,global_work,lalaport_tokyo_bay,2021-11-19,728.0,878767,211,148,5937.614864865
744,rageblue,lalaport_tokyo_bay,2021-11-19,1160.0,426047,77,44,9682.886363636
745,lepsim,lalaport_tokyo_bay,2021-11-19,1844.0,280400,71,51,5498.039215686
746,heather,lalaport_tokyo_bay,2021-11-19,1367.0,233437,53,33,7073.848484848
747,hare,lalaport_tokyo_bay,2021-11-19,3131.0,126100,16,12,10508.333333333
748,lowrys_farm,lalaport_tokyo_bay,2021-11-19,755.0,384985,91,68,5661.544117647
749,jeanasis,lalaport_tokyo_bay,2021-11-19,803.0,323790,53,37,8751.081081081
750,niko_and,lalaport_tokyo_bay,2021-11-20,2255.0,2026117,689,403,5027.58560794
751,repipi_armario,lalaport_tokyo_bay,2021-11-20,1497.0,523455,213,74,7073.716216216
752,lakole,lalaport_tokyo_bay,2021-11-20,1875.0,1228370,654,322,3814.813664596
753,bayflow,lalaport_tokyo_bay,2021-11-20,2469.0,836140,168,111,7532.792792793
754,elura,lalaport_tokyo_bay,2021-11-20,8708.0,109850,17,15,7323.333333333
755,studio_clip,lalaport_tokyo_bay,2021-11-20,2296.0,453173,178,105,4315.933333333
756,global_work,lalaport_tokyo_bay,2021-11-20,728.0,2173394,522,305,7125.881967213
757,rageblue,lalaport_tokyo_bay,2021-11-20,1160.0,728421,132,84,8671.678571429
758,.st,lalaport_tokyo_bay,2021-11-20,9092.0,713220,122,95,7507.578947368
759,pageboy,lalaport_tokyo_bay,2021-11-20,2620.0,406270,75,49,8291.224489796
760,lepsim,lalaport_tokyo_bay,2021-11-20,1844.0,386155,87,68,5678.75
761,hare,lalaport_tokyo_bay,2021-11-20,3131.0,322950,38,29,11136.206896552
762,lowrys_farm,lalaport_tokyo_bay,2021-11-20,755.0,726519,160,111,6545.216216216
763,jeanasis,lalaport_tokyo_bay,2021-11-20,803.0,703585,105,66,10660.378787879
764,heather,lalaport_tokyo_bay,2021-11-20,1367.0,397500,84,51,7794.117647059
765,lakole,lalaport_tokyo_bay,2021-11-21,1875.0,1382856,828,344,4019.930232558
766,global_work,lalaport_tokyo_bay,2021-11-21,728.0,2634269,648,359,7337.796657382
767,bayflow,lalaport_tokyo_bay,2021-11-21,2469.0,1375050,287,173,7948.265895954
768,repipi_armario,lalaport_tokyo_bay,2021-11-21,1497.0,901780,385,147,6134.557823129
769,niko_and,lalaport_tokyo_bay,2021-11-21,2255.0,2698966,869,466,5791.772532189
770,studio_clip,lalaport_tokyo_bay,2021-11-21,2296.0,458824,193,110,4171.127272727
771,rageblue,lalaport_tokyo_bay,2021-11-21,1160.0,1001681,190,116,8635.181034483
772,pageboy,lalaport_tokyo_bay,2021-11-21,2620.0,591509,101,69,8572.594202899
773,elura,lalaport_tokyo_bay,2021-11-21,8708.0,169000,30,17,9941.176470588
774,lepsim,lalaport_tokyo_bay,2021-11-21,1844.0,558725,136,102,5477.696078431
775,lowrys_farm,lalaport_tokyo_bay,2021-11-21,755.0,996694,212,157,6348.369426752
776,.st,lalaport_tokyo_bay,2021-11-21,9092.0,810430,133,100,8104.3
777,heather,lalaport_tokyo_bay,2021-11-21,1367.0,406398,85,55,7389.054545455
778,hare,lalaport_tokyo_bay,2021-11-21,3131.0,614200,64,46,13352.173913043
779,jeanasis,lalaport_tokyo_bay,2021-11-21,803.0,573692,84,57,10064.771929825
780,lakole,lalaport_tokyo_bay,2021-11-22,1875.0,655760,432,189,3469.62962963
781,bayflow,lalaport_tokyo_bay,2021-11-22,2469.0,743390,148,92,8080.326086957
782,niko_and,lalaport_tokyo_bay,2021-11-22,2255.0,1216291,433,246,4944.272357724
783,repipi_armario,lalaport_tokyo_bay,2021-11-22,1497.0,292035,143,58,5035.086206897
784,global_work,lalaport_tokyo_bay,2021-11-22,728.0,1077962,263,157,6866.0
785,.st,lalaport_tokyo_bay,2021-11-22,9092.0,436330,74,48,9090.208333333
786,rageblue,lalaport_tokyo_bay,2021-11-22,1160.0,388102,75,51,7609.843137255
787,pageboy,lalaport_tokyo_bay,2021-11-22,2620.0,202045,35,24,8418.541666667
788,studio_clip,lalaport_tokyo_bay,2021-11-22,2296.0,206912,80,45,4598.044444444
789,jeanasis,lalaport_tokyo_bay,2021-11-22,803.0,404124,61,42,9622.0
790,lepsim,lalaport_tokyo_bay,2021-11-22,1844.0,270160,69,47,5748.085106383
791,lowrys_farm,lalaport_tokyo_bay,2021-11-22,755.0,368607,85,62,5945.274193548
792,heather,lalaport_tokyo_bay,2021-11-22,1367.0,137800,27,20,6890.0
793,hare,lalaport_tokyo_bay,2021-11-22,3131.0,180810,22,15,12054.0
794,elura,lalaport_tokyo_bay,2021-11-22,8708.0,16100,5,3,5366.666666667
795,repipi_armario,lalaport_tokyo_bay,2021-11-23,1497.0,718471,303,118,6088.737288136
796,lakole,lalaport_tokyo_bay,2021-11-23,1875.0,1284411,815,375,3425.096
797,studio_clip,lalaport_tokyo_bay,2021-11-23,2296.0,504862,181,112,4507.696428571
798,global_work,lalaport_tokyo_bay,2021-11-23,728.0,2278426,554,327,6967.663608563
799,niko_and,lalaport_tokyo_bay,2021-11-23,2255.0,2647410,801,463,5717.948164147
800,rageblue,lalaport_tokyo_bay,2021-11-23,1160.0,1113156,213,125,8905.248
801,.st,lalaport_tokyo_bay,2021-11-23,9092.0,736270,124,91,8090.879120879
802,bayflow,lalaport_tokyo_bay,2021-11-23,2469.0,1284050,273,171,7509.064327485
803,lepsim,lalaport_tokyo_bay,2021-11-23,1844.0,467215,105,77,6067.727272727
804,hare,lalaport_tokyo_bay,2021-11-23,3131.0,483980,58,41,11804.390243902
805,jeanasis,lalaport_tokyo_bay,2021-11-23,803.0,832777,132,87,9572.149425287
806,pageboy,lalaport_tokyo_bay,2021-11-23,2620.0,493865,88,57,8664.298245614
807,lowrys_farm,lalaport_tokyo_bay,2021-11-23,755.0,1014925,222,155,6547.903225806
808,heather,lalaport_tokyo_bay,2021-11-23,1367.0,487555,100,67,7276.940298507
809,elura,lalaport_tokyo_bay,2021-11-23,8708.0,159500,26,17,9382.352941176
810,lakole,lalaport_tokyo_bay,2021-11-24,1875.0,495915,352,158,3138.702531646
811,bayflow,lalaport_tokyo_bay,2021-11-24,2469.0,804910,132,78,10319.358974359
812,niko_and,lalaport_tokyo_bay,2021-11-24,2255.0,1005581,298,198,5078.691919192
813,repipi_armario,lalaport_tokyo_bay,2021-11-24,1497.0,66952,41,20,3347.6
814,rageblue,lalaport_tokyo_bay,2021-11-24,1160.0,272656,50,33,8262.303030303
815,global_work,lalaport_tokyo_bay,2021-11-24,728.0,784638,189,123,6379.170731707
816,.st,lalaport_tokyo_bay,2021-11-24,9092.0,357340,60,48,7444.583333333
817,lepsim,lalaport_tokyo_bay,2021-11-24,1844.0,236570,60,40,5914.25
818,pageboy,lalaport_tokyo_bay,2021-11-24,2620.0,196235,41,28,7008.392857143
819,studio_clip,lalaport_tokyo_bay,2021-11-24,2296.0,273582,97,57,4799.684210526
820,jeanasis,lalaport_tokyo_bay,2021-11-24,803.0,352900,51,38,9286.842105263
821,hare,lalaport_tokyo_bay,2021-11-24,3131.0,225100,19,14,16078.571428571
822,lowrys_farm,lalaport_tokyo_bay,2021-11-24,755.0,349492,88,60,5824.866666667
823,heather,lalaport_tokyo_bay,2021-11-24,1367.0,136900,29,25,5476.0
824,elura,lalaport_tokyo_bay,2021-11-24,8708.0,61600,9,7,8800.0
825,lakole,lalaport_tokyo_bay,2021-11-25,1875.0,431694,324,141,3061.659574468
826,niko_and,lalaport_tokyo_bay,2021-11-25,2255.0,1026308,322,179,5733.56424581
827,global_work,lalaport_tokyo_bay,2021-11-25,728.0,707755,172,109,6493.165137615
828,rageblue,lalaport_tokyo_bay,2021-11-25,1160.0,257461,51,31,8305.193548387
829,pageboy,lalaport_tokyo_bay,2021-11-25,2620.0,279535,50,32,8735.46875
830,bayflow,lalaport_tokyo_bay,2021-11-25,2469.0,421460,96,67,6290.447761194
831,lowrys_farm,lalaport_tokyo_bay,2021-11-25,755.0,363975,88,57,6385.526315789
832,jeanasis,lalaport_tokyo_bay,2021-11-25,803.0,275712,38,31,8893.935483871
833,.st,lalaport_tokyo_bay,2021-11-25,9092.0,222400,38,29,7668.965517241
834,repipi_armario,lalaport_tokyo_bay,2021-11-25,1497.0,127958,65,23,5563.391304348
835,studio_clip,lalaport_tokyo_bay,2021-11-25,2296.0,234682,85,57,4117.228070175
836,hare,lalaport_tokyo_bay,2021-11-25,3131.0,187300,22,16,11706.25
837,lepsim,lalaport_tokyo_bay,2021-11-25,1844.0,155549,44,35,4444.257142857
838,heather,lalaport_tokyo_bay,2021-11-25,1367.0,198150,35,21,9435.714285714
839,elura,lalaport_tokyo_bay,2021-11-25,8708.0,164900,23,11,14990.909090909
840,studio_clip,lalaport_tokyo_bay,2021-11-26,2296.0,235085,87,54,4353.425925926
841,lakole,lalaport_tokyo_bay,2021-11-26,1875.0,431885,278,129,3347.945736434
842,niko_and,lalaport_tokyo_bay,2021-11-26,2255.0,1112894,382,219,5081.707762557
843,bayflow,lalaport_tokyo_bay,2021-11-26,2469.0,386340,92,69,5599.130434783
844,global_work,lalaport_tokyo_bay,2021-11-26,728.0,826896,184,123,6722.731707317
845,.st,lalaport_tokyo_bay,2021-11-26,9092.0,318700,47,42,7588.095238095
846,lowrys_farm,lalaport_tokyo_bay,2021-11-26,755.0,454937,103,61,7457.983606557
847,rageblue,lalaport_tokyo_bay,2021-11-26,1160.0,303825,58,34,8936.029411765
848,repipi_armario,lalaport_tokyo_bay,2021-11-26,1497.0,152487,73,26,5864.884615385
849,hare,lalaport_tokyo_bay,2021-11-26,3131.0,138600,18,14,9900.0
850,lepsim,lalaport_tokyo_bay,2021-11-26,1844.0,162225,46,30,5407.5
851,pageboy,lalaport_tokyo_bay,2021-11-26,2620.0,256940,49,32,8029.375
852,heather,lalaport_tokyo_bay,2021-11-26,1367.0,205212,42,28,7329.0
853,jeanasis,lalaport_tokyo_bay,2021-11-26,803.0,275840,41,29,9511.724137931
854,elura,lalaport_tokyo_bay,2021-11-26,8708.0,50100,8,5,10020.0
855,lakole,lalaport_tokyo_bay,2021-11-27,1875.0,961604,626,275,3496.741818182
856,global_work,lalaport_tokyo_bay,2021-11-27,728.0,2283648,524,289,7901.896193772
857,niko_and,lalaport_tokyo_bay,2021-11-27,2255.0,2239901,700,418,5358.614832536
858,repipi_armario,lalaport_tokyo_bay,2021-11-27,1497.0,465724,184,72,6468.388888889
859,bayflow,lalaport_tokyo_bay,2021-11-27,2469.0,998360,222,135,7395.259259259
860,studio_clip,lalaport_tokyo_bay,2021-11-27,2296.0,375479,147,83,4523.843373494
861,rageblue,lalaport_tokyo_bay,2021-11-27,1160.0,936838,166,101,9275.623762376
862,pageboy,lalaport_tokyo_bay,2021-11-27,2620.0,401465,84,52,7720.480769231
863,heather,lalaport_tokyo_bay,2021-11-27,1367.0,489064,92,59,8289.220338983
864,lepsim,lalaport_tokyo_bay,2021-11-27,1844.0,331250,83,50,6625.0
865,.st,lalaport_tokyo_bay,2021-11-27,9092.0,695960,103,82,8487.317073171
866,lowrys_farm,lalaport_tokyo_bay,2021-11-27,755.0,665092,147,110,6046.290909091
867,jeanasis,lalaport_tokyo_bay,2021-11-27,803.0,514645,76,51,10091.078431373
868,hare,lalaport_tokyo_bay,2021-11-27,3131.0,390300,33,25,15612.0
869,elura,lalaport_tokyo_bay,2021-11-27,8708.0,157010,22,16,9813.125
870,lakole,lalaport_tokyo_bay,2021-11-28,1875.0,1153235,757,339,3401.873156342
871,global_work,lalaport_tokyo_bay,2021-11-28,728.0,2470045,587,333,7417.552552553
872,repipi_armario,lalaport_tokyo_bay,2021-11-28,1497.0,676814,331,142,4766.295774648
873,niko_and,lalaport_tokyo_bay,2021-11-28,2255.0,2343646,786,474,4944.400843882
874,rageblue,lalaport_tokyo_bay,2021-11-28,1160.0,1040070,187,115,9044.086956522
875,.st,lalaport_tokyo_bay,2021-11-28,9092.0,768400,119,96,8004.166666667
876,bayflow,lalaport_tokyo_bay,2021-11-28,2469.0,1290690,275,165,7822.363636364
877,elura,lalaport_tokyo_bay,2021-11-28,8708.0,207530,40,25,8301.2
878,studio_clip,lalaport_tokyo_bay,2021-11-28,2296.0,488563,172,105,4652.980952381
879,lepsim,lalaport_tokyo_bay,2021-11-28,1844.0,335600,81,58,5786.206896552
880,lowrys_farm,lalaport_tokyo_bay,2021-11-28,755.0,845647,198,136,6217.992647059
881,jeanasis,lalaport_tokyo_bay,2021-11-28,803.0,516920,76,56,9230.714285714
882,heather,lalaport_tokyo_bay,2021-11-28,1367.0,503573,89,54,9325.425925926
883,hare,lalaport_tokyo_bay,2021-11-28,3131.0,447300,43,31,14429.032258065
884,pageboy,lalaport_tokyo_bay,2021-11-28,2620.0,570292,115,65,8773.723076923
885,lakole,lalaport_tokyo_bay,2021-11-29,1875.0,433910,332,140,3099.357142857
886,studio_clip,lalaport_tokyo_bay,2021-11-29,2296.0,177169,79,41,4321.195121951
887,bayflow,lalaport_tokyo_bay,2021-11-29,2469.0,354250,86,48,7380.208333333
888,niko_and,lalaport_tokyo_bay,2021-11-29,2255.0,1141668,315,201,5679.940298507
889,rageblue,lalaport_tokyo_bay,2021-11-29,1160.0,529688,90,50,10593.76
890,global_work,lalaport_tokyo_bay,2021-11-29,728.0,717709,167,114,6295.692982456
891,.st,lalaport_tokyo_bay,2021-11-29,9092.0,370800,59,43,8623.255813953
892,repipi_armario,lalaport_tokyo_bay,2021-11-29,1497.0,165226,86,39,4236.564102564
893,hare,lalaport_tokyo_bay,2021-11-29,3131.0,217200,21,12,18100.0
894,lepsim,lalaport_tokyo_bay,2021-11-29,1844.0,134985,28,25,5399.4
895,pageboy,lalaport_tokyo_bay,2021-11-29,2620.0,184910,33,24,7704.583333333
896,lowrys_farm,lalaport_tokyo_bay,2021-11-29,755.0,334805,76,53,6317.075471698
897,jeanasis,lalaport_tokyo_bay,2021-11-29,803.0,266697,41,25,10667.88
898,elura,lalaport_tokyo_bay,2021-11-29,8708.0,51100,6,6,8516.666666667
899,heather,lalaport_tokyo_bay,2021-11-29,1367.0,221597,38,26,8522.961538462
900,niko_and,lalaport_tokyo_bay,2021-11-30,2255.0,969760,351,201,4824.676616915
901,lakole,lalaport_tokyo_bay,2021-11-30,1875.0,435394,327,146,2982.150684932
902,bayflow,lalaport_tokyo_bay,2021-11-30,2469.0,450732,92,55,8195.127272727
903,repipi_armario,lalaport_tokyo_bay,2021-11-30,1497.0,71228,35,14,5087.714285714
904,pageboy,lalaport_tokyo_bay,2021-11-30,2620.0,168410,30,19,8863.684210526
905,elura,lalaport_tokyo_bay,2021-11-30,8708.0,127600,19,9,14177.777777778
906,.st,lalaport_tokyo_bay,2021-11-30,9092.0,218250,34,31,7040.322580645
907,global_work,lalaport_tokyo_bay,2021-11-30,728.0,563274,143,89,6328.921348315
908,lowrys_farm,lalaport_tokyo_bay,2021-11-30,755.0,365910,77,59,6201.86440678
909,studio_clip,lalaport_tokyo_bay,2021-11-30,2296.0,221793,83,49,4526.387755102
910,jeanasis,lalaport_tokyo_bay,2021-11-30,803.0,200375,25,20,10018.75
911,lepsim,lalaport_tokyo_bay,2021-11-30,1844.0,180865,42,30,6028.833333333
912,hare,lalaport_tokyo_bay,2021-11-30,3131.0,201700,21,16,12606.25
913,rageblue,lalaport_tokyo_bay,2021-11-30,1160.0,286065,52,27,10595.0
914,heather,lalaport_tokyo_bay,2021-11-30,1367.0,181945,35,27,6738.703703704
915,studio_clip,lalaport_tokyo_bay,2021-12-01,2296.0,313970,177,99,3171.414141414
916,lakole,lalaport_tokyo_bay,2021-12-01,1875.0,582866,354,168,3469.44047619
917,global_work,lalaport_tokyo_bay,2021-12-01,728.0,774407,209,120,6453.391666667
918,repipi_armario,lalaport_tokyo_bay,2021-12-01,1497.0,71940,38,24,2997.5
919,bayflow,lalaport_tokyo_bay,2021-12-01,2469.0,441645,116,78,5662.115384615
920,niko_and,lalaport_tokyo_bay,2021-12-01,2255.0,1057080,321,213,4962.816901408
